screening_id,room_id,movie_id,date
b6432931d6e5f18a44001c9a7b3a4f3b,ff5a1ae012afa5d4c889c50ad427aaf7,64a9e21edc6a472fa4d4b6e06cfc636e,2024-01-01
f5f3f93adf02be18fedcdf85b64dddd6,7377efc9248b6d6c2c6f1f346a53e7a9,64a9e21edc6a472fa4d4b6e06cfc636e,2024-01-01
0fc7f44d2ea7b0444156e94fbb708a49,e4d909c290d0fb1ca068ffaddf22cbd0,64a9e21edc6a472fa4d4b6e06cfc636e,2024-01-01
5b0daba89abe0f4d0e02eda771b0c3ab,a5771bce93e200c36f7cd9dfd0e5deaa,64a9e21edc6a472fa4d4b6e06cfc636e,2024-01-01
f1a58ca667f876d17f7d3d705a2723ed,ff5a1ae012afa5d4c889c50ad427aaf7,64a9e21edc6a472fa4d4b6e06cfc636e,2024-01-01
0cec337ce450901c9d261dd5a10b52e9,8d777f385d3dfec8815d20f7496026dc,a22e40f16e2a426da1f087d9c1e61b0d,2024-01-01
018a9ae8865828e8a01f29dbbf0acda3,8d777f385d3dfec8815d20f7496026dc,d13a7f6649ac41e2ac9406d5c27f2636,2024-01-01
273bc30721c58da12ac3f99501032d93,7377efc9248b6d6c2c6f1f346a53e7a9,d13a7f6649ac41e2ac9406d5c27f2636,2024-01-01
bda4dad5f3d6a3b70931c3e09afccce1,a5771bce93e200c36f7cd9dfd0e5deaa,5103c7339cfb4b058022b12b61e4a70a,2024-01-01
5b25eee342762427853ec993ded19f2b,e4d909c290d0fb1ca068ffaddf22cbd0,b930dfc7c5e14b5a9f5c525e4d852f90,2024-01-01
fb98c45ed3e420bc68e4eb06090089cb,8d777f385d3dfec8815d20f7496026dc,b930dfc7c5e14b5a9f5c525e4d852f90,2024-01-01
74d422bc3c212d9b2204b4f50ff37274,ff5a1ae012afa5d4c889c50ad427aaf7,b930dfc7c5e14b5a9f5c525e4d852f90,2024-01-01
d4c531bf7984b6206312b65bda349ac1,e4d909c290d0fb1ca068ffaddf22cbd0,b930dfc7c5e14b5a9f5c525e4d852f90,2024-01-01
01bd8f752af20dd4078adde2a7df3adb,8d777f385d3dfec8815d20f7496026dc,0dc250003bff41a1aeb7742cc2a0c3e0,2024-01-01
0217b3a03b49bc0633ba4274d9facae3,7377efc9248b6d6c2c6f1f346a53e7a9,0dc250003bff41a1aeb7742cc2a0c3e0,2024-01-01
8d66e1bedbb12c58d68a8444ac2d324b,e4d909c290d0fb1ca068ffaddf22cbd0,0dc250003bff41a1aeb7742cc2a0c3e0,2024-01-01
4202543407304de451e1a9e2b3efbf3e,d2ddea18f00665ce8623e36bd4e3c7c5,0dc250003bff41a1aeb7742cc2a0c3e0,2024-01-01
3e674429e5a73531e54eab06234e660d,a5771bce93e200c36f7cd9dfd0e5deaa,0dc250003bff41a1aeb7742cc2a0c3e0,2024-01-01
20dc5444fd0f6495680b87d818027559,d2ddea18f00665ce8623e36bd4e3c7c5,0dc250003bff41a1aeb7742cc2a0c3e0,2024-01-01
c5131e732f0b5ddc11578db1e4b82aca,7377efc9248b6d6c2c6f1f346a53e7a9,e9a1fe0562a64d1bb25d3b148e019f35,2024-01-01
5f02ffde58323a0b152d895edfc58354,e4d909c290d0fb1ca068ffaddf22cbd0,e9a1fe0562a64d1bb25d3b148e019f35,2024-01-01
f8d53f44ab9cb14a50d1185e7225e88b,e4d909c290d0fb1ca068ffaddf22cbd0,e9a1fe0562a64d1bb25d3b148e019f35,2024-01-01
430e8c821e32a9cb4e120d986899e59e,a5771bce93e200c36f7cd9dfd0e5deaa,e9a1fe0562a64d1bb25d3b148e019f35,2024-01-01
2780c91acdf0311dff731199a2bce966,7377efc9248b6d6c2c6f1f346a53e7a9,e9a1fe0562a64d1bb25d3b148e019f35,2024-01-01
23ddb1df9de2fab56d9962eb79dfb94b,f033ab37c30201f73f142449d037028d,9b7a48aa59634f85af99a8af18a51092,2024-01-01
0d1ab8941aaef3d638ed7629e744cb9e,f033ab37c30201f73f142449d037028d,9b7a48aa59634f85af99a8af18a51092,2024-01-01
ee94b2735f7a868f2364434bd4f6a3fb,7377efc9248b6d6c2c6f1f346a53e7a9,9b7a48aa59634f85af99a8af18a51092,2024-01-01
00ed9115860de433c4faabc37c40f32d,d2ddea18f00665ce8623e36bd4e3c7c5,9b7a48aa59634f85af99a8af18a51092,2024-01-01
2953b06e62a646865a051760622fc60e,8d777f385d3dfec8815d20f7496026dc,9b7a48aa59634f85af99a8af18a51092,2024-01-01
7d2dc6bda3711fc6d847f72aa725f791,ff5a1ae012afa5d4c889c50ad427aaf7,9b7a48aa59634f85af99a8af18a51092,2024-01-01
dc5d6d83b16850c0ff28713d0f1bbb8e,f033ab37c30201f73f142449d037028d,f39a643ef2af4017a5595d48abfdfbc8,2024-01-01
8de6e29c55c561912f8d84b3515355c9,7377efc9248b6d6c2c6f1f346a53e7a9,f39a643ef2af4017a5595d48abfdfbc8,2024-01-01
e2f3c900da44270fd4799b136fdb4209,f033ab37c30201f73f142449d037028d,f39a643ef2af4017a5595d48abfdfbc8,2024-01-01
8ad6fb12771b6ba9a149690d292f3a8e,e4d909c290d0fb1ca068ffaddf22cbd0,f39a643ef2af4017a5595d48abfdfbc8,2024-01-01
8161de4d34de6c98d258c0159dde4e69,d2ddea18f00665ce8623e36bd4e3c7c5,1e7bb2588f0741d78815bcca822f1a70,2024-01-01
2e9ae9e7536d914167f7d260da46ade7,f033ab37c30201f73f142449d037028d,c21f969b5f03d33d43e04f8f136e7682,2024-01-01
299f3ffbf716e74176ba26a61598acb7,d2ddea18f00665ce8623e36bd4e3c7c5,c21f969b5f03d33d43e04f8f136e7682,2024-01-01
59f060c5b49f953f5fe1dd308291744a,f033ab37c30201f73f142449d037028d,e1cc8e975a9341c7952b6594cbe850b7,2024-01-01
bc0679ec6c39dd1c1ea7733dea97f652,ff5a1ae012afa5d4c889c50ad427aaf7,e1cc8e975a9341c7952b6594cbe850b7,2024-01-01
7dd8d5ef2a788a269d16a6d2a5a5b2dd,ff5a1ae012afa5d4c889c50ad427aaf7,e1cc8e975a9341c7952b6594cbe850b7,2024-01-01
35df98b3ae0a8614da5b94ec2a93d390,7377efc9248b6d6c2c6f1f346a53e7a9,4b184ee15fd64b17a7410b8b431b3a8e,2024-01-01
fd2abf4732a86c1a841674f641552dba,a5771bce93e200c36f7cd9dfd0e5deaa,4b184ee15fd64b17a7410b8b431b3a8e,2024-01-01
b935209bf5731e0a9479f4856ce21c2b,e4d909c290d0fb1ca068ffaddf22cbd0,4b184ee15fd64b17a7410b8b431b3a8e,2024-01-01
e8d8998b7489d550618e65529929071c,a5771bce93e200c36f7cd9dfd0e5deaa,4b184ee15fd64b17a7410b8b431b3a8e,2024-01-01
392f4be053bbb96fe4195fc8e621d3f2,d2ddea18f00665ce8623e36bd4e3c7c5,4b184ee15fd64b17a7410b8b431b3a8e,2024-01-01
f79ccb250d2c290425aa3fc8bb4be0ec,7377efc9248b6d6c2c6f1f346a53e7a9,4b184ee15fd64b17a7410b8b431b3a8e,2024-01-01
83a6500fea4c2e42bf9dc5d3673188a7,f033ab37c30201f73f142449d037028d,4b184ee15fd64b17a7410b8b431b3a8e,2024-01-01
271332b66ef5614208fca1c43bcb2399,ff5a1ae012afa5d4c889c50ad427aaf7,2f6766a983be487f8f487b3f6f8b2f7b,2024-01-01
6c1f59d81fa9663ee073c3b432852ad2,a5771bce93e200c36f7cd9dfd0e5deaa,2f6766a983be487f8f487b3f6f8b2f7b,2024-01-01
3613bedf7f5ba04380459e5baf1ccaf4,f033ab37c30201f73f142449d037028d,2f6766a983be487f8f487b3f6f8b2f7b,2024-01-01
f629aaccb043a8496b7032ac0369d56f,7377efc9248b6d6c2c6f1f346a53e7a9,fa3ff459ae94426d94341e7f93a734c8,2024-01-01
ba74814ec19c6cc444c18843c8db24d2,7377efc9248b6d6c2c6f1f346a53e7a9,fa3ff459ae94426d94341e7f93a734c8,2024-01-01
a5892c3a9b37e780bfc7d0efa2d7cdcd,ff5a1ae012afa5d4c889c50ad427aaf7,fa3ff459ae94426d94341e7f93a734c8,2024-01-01
091ee96004c19cf9bf7654e42990d808,e4d909c290d0fb1ca068ffaddf22cbd0,fa3ff459ae94426d94341e7f93a734c8,2024-01-01
6147ed4e0a4103a2d18f94b514f02814,e4d909c290d0fb1ca068ffaddf22cbd0,8116c3cb63f2463e9b213e915f0b8349,2024-01-01
23bf93bd9da4c0a2288d74cd509b366a,d2ddea18f00665ce8623e36bd4e3c7c5,8116c3cb63f2463e9b213e915f0b8349,2024-01-01
29343e70ad56e383c90e493d06e99112,8d777f385d3dfec8815d20f7496026dc,8116c3cb63f2463e9b213e915f0b8349,2024-01-01
009dc8bae911e1751fd6a27049e5a58a,ff5a1ae012afa5d4c889c50ad427aaf7,8116c3cb63f2463e9b213e915f0b8349,2024-01-01
64b89585a939078134384b67b6efbf78,f033ab37c30201f73f142449d037028d,cc3345ced5e7401d9758b672b9fba426,2024-01-01
0fb0518998264e24fce8feec9e936931,7377efc9248b6d6c2c6f1f346a53e7a9,cc3345ced5e7401d9758b672b9fba426,2024-01-01
e5443cb7f25efda2d3063e7fbe7d34c5,a5771bce93e200c36f7cd9dfd0e5deaa,cc3345ced5e7401d9758b672b9fba426,2024-01-01
b98af704d30ae348a89235a463f4bbbc,ff5a1ae012afa5d4c889c50ad427aaf7,cc3345ced5e7401d9758b672b9fba426,2024-01-01
00075a1a4e3b05f9e77e73390963d21b,a5771bce93e200c36f7cd9dfd0e5deaa,cc3345ced5e7401d9758b672b9fba426,2024-01-01
04bff77f5d377e9525e006733aa1e005,ff5a1ae012afa5d4c889c50ad427aaf7,cc3345ced5e7401d9758b672b9fba426,2024-01-01
6b5ec35ddbf534a05c7ed80e131e6fbf,ff5a1ae012afa5d4c889c50ad427aaf7,cc3345ced5e7401d9758b672b9fba426,2024-01-01
3a1797e2c684884b6215bec51ab42184,a5771bce93e200c36f7cd9dfd0e5deaa,cc3345ced5e7401d9758b672b9fba426,2024-01-01
a2a285317ac6cab2f6c65c2fc8df72b6,a5771bce93e200c36f7cd9dfd0e5deaa,cc3345ced5e7401d9758b672b9fba426,2024-01-01
4023ea11291226d3108351bf1b81b8bd,ff5a1ae012afa5d4c889c50ad427aaf7,cc3345ced5e7401d9758b672b9fba426,2024-01-01
6f89c2ff23063a60984ec79b0cda42bb,8d777f385d3dfec8815d20f7496026dc,4f5c95ec2b2b45a2b17e449be60e4cba,2024-01-01
6055ddc33c371939928b14fcfe5ef375,ff5a1ae012afa5d4c889c50ad427aaf7,4f5c95ec2b2b45a2b17e449be60e4cba,2024-01-01
d2cee4e8cec37a43a9216cb27e985ca9,8d777f385d3dfec8815d20f7496026dc,4f5c95ec2b2b45a2b17e449be60e4cba,2024-01-01
67e97f76df1a24e19963b65ae2834556,ff5a1ae012afa5d4c889c50ad427aaf7,4f5c95ec2b2b45a2b17e449be60e4cba,2024-01-01
e4e6da8f8768d7d27ca2f15ad2134b91,7377efc9248b6d6c2c6f1f346a53e7a9,4f5c95ec2b2b45a2b17e449be60e4cba,2024-01-01
af3b8d89a6b5a00b72d9b95c07d3d2ad,7377efc9248b6d6c2c6f1f346a53e7a9,4f5c95ec2b2b45a2b17e449be60e4cba,2024-01-01
cea90bb2171aa05b0c29d930bf79cc60,d2ddea18f00665ce8623e36bd4e3c7c5,4f5c95ec2b2b45a2b17e449be60e4cba,2024-01-01
fd7d29635f92dec765c98c746d1e309a,f033ab37c30201f73f142449d037028d,4f5c95ec2b2b45a2b17e449be60e4cba,2024-01-01
47fafa7f2b43d355a4acc2a6c13b8be7,a5771bce93e200c36f7cd9dfd0e5deaa,4f5c95ec2b2b45a2b17e449be60e4cba,2024-01-01
71ff7c17f9eeb27dbbc6c370465f73d2,d2ddea18f00665ce8623e36bd4e3c7c5,4f5c95ec2b2b45a2b17e449be60e4cba,2024-01-01
efff48a42e75d4106d93281ad97e0782,e4d909c290d0fb1ca068ffaddf22cbd0,f3e3abf9d62b46af98077f2e7d9a62ec,2024-01-01
